ACCNTNUM,RISKNUM,BLDGSCHEME,BLDGCODE,OCCSCHEME,OCCCODE,YEARBUILT,NUMSTORIES,NUMRISKS,POSTALCODE,COUNTYCODE,STATECODE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,COV1TIV,COV2TIV,COV3TIV,COV4TIV,COV1DED,COV2DED,COV3DED,COV4DED,COV1LIM,COV2LIM,COV3LIM,COV4LIM,COMBDED,COMBLIM,SITEDED,SITELIM,SUBLIMGROUP,SUBLIMDED,SUBLIMLIM
PiClient,10002082181,,,PiWind,R,,,,LE13 0FS,,1,52.75300492,-0.899749741,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082182,,,PiWind,R,,,,LE13 0FS,,1,52.75314969,-0.899849812,,,,60000,,,,,,,,,,,,,,,,,,
PiClient,10002082183,,,PiWind,R,,,,LE13 0FS,,1,52.75339942,-0.899636085,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,10002082184,,,PiWind,R,,,,LE13 0FE,,1,52.75317079,-0.89824907,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082185,,,PiWind,R,,,,LE13 0FE,,1,52.75306885,-0.898888761,,,,630000,,,,,,,,,,,,,,,,,,
PiClient,10002082186,,,PiWind,R,,,,LE13 0FE,,1,52.75308894,-0.898147418,,,,500000,,,,,,,,,,,,,,,,,,
PiClient,10002082187,,,PiWind,R,,,,LE13 0FE,,1,52.7530224,-0.898726948,,,,450000,,,,,,,,,,,,,,,,,,
PiClient,10002082188,,,PiWind,R,,,,LE13 0FE,,1,52.75293449,-0.897973514,,,,580000,,,,,,,,,,,,,,,,,,
PiClient,10002082189,,,PiWind,R,,,,LE13 0FE,,1,52.75297636,-0.898609575,,,,340000,,,,,,,,,,,,,,,,,,
PiClient,10002082190,,,PiWind,R,,,,LE13 0FE,,1,52.75298732,-0.897853647,,,,330000,,,,,,,,,,,,,,,,,,
PiClient,10002082191,,,PiWind,R,,,,LE13 0FE,,1,52.75290336,-0.898492883,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,10002082192,,,PiWind,R,,,,LE13 0FE,,1,52.75283035,-0.898376191,,,,650000,,,,,,,,,,,,,,,,,,
PiClient,10002082193,,,PiWind,R,,,,LE13 0FE,,1,52.75263427,-0.898558935,,,,70000,,,,,,,,,,,,,,,,,,
PiClient,10002082194,,,PiWind,R,,,,LE13 0FE,,1,52.75255338,-0.898560975,,,,120000,,,,,,,,,,,,,,,,,,
PiClient,10002082208,,,PiWind,C,,,,LE13 1GA,,2,52.75433758,-0.914622216,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,10002082209,,,PiWind,C,,,,LE13 1GA,,2,52.75467091,-0.917651468,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,10002082210,,,PiWind,C,,,,LE13 1GA,,2,52.75493777,-0.913407096,,,,470000,,,,,,,,,,,,,,,,,,
PiClient,10002082216,,,PiWind,R,,,,LE13 0JD,,1,52.76548958,-0.897552868,,,,390000,,,,,,,,,,,,,,,,,,
PiClient,10002082229,,,PiWind,R,,,,LE13 0SU,,1,52.77844702,-0.903689384,,,,600000,,,,,,,,,,,,,,,,,,
PiClient,10002082230,,,PiWind,R,,,,LE13 0SU,,1,52.77792613,-0.903746946,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,10002082231,,,PiWind,R,,,,LE13 0SU,,1,52.77835686,-0.903661998,,,,420000,,,,,,,,,,,,,,,,,,
PiClient,10002082232,,,PiWind,R,,,,LE13 0SU,,1,52.77776271,-0.90357315,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,10002082233,,,PiWind,R,,,,LE13 0SU,,1,52.77806734,-0.903461719,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,10002082234,,,PiWind,R,,,,LE13 0SU,,1,52.77765485,-0.90357586,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,10002082235,,,PiWind,R,,,,LE13 0SU,,1,52.77791262,-0.903258055,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,10002082236,,,PiWind,R,,,,LE13 0SU,,1,52.77753815,-0.903593617,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,10002082237,,,PiWind,R,,,,LE13 0SU,,1,52.77784916,-0.903200349,,,,210000,,,,,,,,,,,,,,,,,,
PiClient,10002082238,,,PiWind,R,,,,LE13 0SU,,1,52.77735036,-0.90370211,,,,310000,,,,,,,,,,,,,,,,,,
PiClient,10002082239,,,PiWind,R,,,,LE13 0SU,,1,52.77780313,-0.903082905,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082240,,,PiWind,R,,,,LE13 0SU,,1,52.77734858,-0.90350943,,,,60000,,,,,,,,,,,,,,,,,,
PiClient,10002082241,,,PiWind,R,,,,LE13 0SU,,1,52.77762241,-0.902983673,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082242,,,PiWind,R,,,,LE13 0SU,,1,52.77734707,-0.903346393,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,10002082243,,,PiWind,R,,,,LE13 0SU,,1,52.77737946,-0.90296013,,,,510000,,,,,,,,,,,,,,,,,,
PiClient,10002082244,,,PiWind,R,,,,LE13 0SU,,1,52.77715071,-0.903499577,,,,260000,,,,,,,,,,,,,,,,,,
PiClient,10002082245,,,PiWind,R,,,,LE13 0SU,,1,52.77728945,-0.902947568,,,,720000,,,,,,,,,,,,,,,,,,
PiClient,10002082246,,,PiWind,R,,,,LE13 0SU,,1,52.77704272,-0.903487466,,,,240000,,,,,,,,,,,,,,,,,,
PiClient,10002082247,,,PiWind,R,,,,LE13 0SU,,1,52.77720842,-0.90293478,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082248,,,PiWind,R,,,,LE13 0SU,,1,52.77694372,-0.903475128,,,,350000,,,,,,,,,,,,,,,,,,
PiClient,10002082249,,,PiWind,R,,,,LE13 0SU,,1,52.7765919,-0.902372115,,,,510000,,,,,,,,,,,,,,,,,,
PiClient,10002082250,,,PiWind,R,,,,LE13 0SU,,1,52.77684485,-0.903477613,,,,390000,,,,,,,,,,,,,,,,,,
PiClient,10002082251,,,PiWind,R,,,,LE13 0SU,,1,52.77656631,-0.902521006,,,,780000,,,,,,,,,,,,,,,,,,
PiClient,10002082252,,,PiWind,R,,,,LE13 0SU,,1,52.77641831,-0.903043591,,,,650000,,,,,,,,,,,,,,,,,,
PiClient,10002082253,,,PiWind,R,,,,LE13 0SU,,1,52.77655883,-0.902684266,,,,230000,,,,,,,,,,,,,,,,,,
PiClient,10002082254,,,PiWind,R,,,,LE13 0SU,,1,52.77631046,-0.903046302,,,,320000,,,,,,,,,,,,,,,,,,
PiClient,10002082255,,,PiWind,R,,,,LE13 0SU,,1,52.77636885,-0.902555621,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,10002082256,,,PiWind,R,,,,LE13 0SU,,1,52.7762026,-0.903049013,,,,580000,,,,,,,,,,,,,,,,,,
PiClient,10002082257,,,PiWind,R,,,,LE13 0SU,,1,52.77624275,-0.902529143,,,,920000,,,,,,,,,,,,,,,,,,
PiClient,10002082258,,,PiWind,R,,,,LE13 0SU,,1,52.77608562,-0.903037129,,,,360000,,,,,,,,,,,,,,,,,,
PiClient,10002082259,,,PiWind,R,,,,LE13 0SU,,1,52.77564385,-0.902899989,,,,920000,,,,,,,,,,,,,,,,,,
PiClient,10002082260,,,PiWind,R,,,,LE13 0SU,,1,52.7760081,-0.902431272,,,,580000,,,,,,,,,,,,,,,,,,
PiClient,10002082261,,,PiWind,R,,,,LE13 0SU,,1,52.77580166,-0.902466114,,,,530000,,,,,,,,,,,,,,,,,,
PiClient,10002082262,,,PiWind,R,,,,LE13 0SU,,1,52.77579075,-0.902258846,,,,880000,,,,,,,,,,,,,,,,,,
PiClient,10002082263,,,PiWind,R,,,,LE13 0SU,,1,52.77612536,-0.902472797,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,10002082264,,,PiWind,R,,,,LE13 0SW,,1,52.77662572,-0.903112501,,,,810000,,,,,,,,,,,,,,,,,,
PiClient,10002082265,,,PiWind,R,,,,LE13 0SW,,1,52.77663649,-0.903304952,,,,420000,,,,,,,,,,,,,,,,,,
PiClient,10002082266,,,PiWind,R,,,,LE13 0SW,,1,52.77663799,-0.903467986,,,,650000,,,,,,,,,,,,,,,,,,
PiClient,10002082267,,,PiWind,R,,,,LE13 0SW,,1,52.77665789,-0.903675032,,,,940000,,,,,,,,,,,,,,,,,,
PiClient,10002082268,,,PiWind,R,,,,LE13 0SW,,1,52.7762345,-0.903581896,,,,570000,,,,,,,,,,,,,,,,,,
PiClient,10002082269,,,PiWind,R,,,,LE13 0SW,,1,52.77634208,-0.903549544,,,,1000000,,,,,,,,,,,,,,,,,,
PiClient,10002082270,,,PiWind,R,,,,LE13 0SW,,1,52.77643168,-0.903517644,,,,810000,,,,,,,,,,,,,,,,,,
PiClient,10002082271,,,PiWind,R,,,,LE13 0SX,,1,52.77602559,-0.903349953,,,,390000,,,,,,,,,,,,,,,,,,
PiClient,10002082272,,,PiWind,R,,,,LE13 0SX,,1,52.7760181,-0.90351321,,,,680000,,,,,,,,,,,,,,,,,,
PiClient,10002082273,,,PiWind,R,,,,LE13 0SX,,1,52.77600177,-0.903691515,,,,670000,,,,,,,,,,,,,,,,,,
PiClient,10002082274,,,PiWind,R,,,,LE13 0SX,,1,52.77575622,-0.90338637,,,,440000,,,,,,,,,,,,,,,,,,
PiClient,10002082275,,,PiWind,R,,,,LE13 0SX,,1,52.77577256,-0.903208067,,,,530000,,,,,,,,,,,,,,,,,,
PiClient,10002082276,,,PiWind,R,,,,LE13 0SX,,1,52.77587808,-0.902953399,,,,700000,,,,,,,,,,,,,,,,,,
PiClient,10002082277,,,PiWind,R,,,,LE13 0SX,,1,52.77587644,-0.902775547,,,,400000,,,,,,,,,,,,,,,,,,
PiClient,10002082278,,,PiWind,R,,,,LE13 0SY,,1,52.7773134,-0.902620817,,,,350000,,,,,,,,,,,,,,,,,,
PiClient,10002082279,,,PiWind,R,,,,LE13 0SY,,1,52.77676048,-0.902130679,,,,580000,,,,,,,,,,,,,,,,,,
PiClient,10002082280,,,PiWind,R,,,,LE13 0SY,,1,52.77733913,-0.902486745,,,,410000,,,,,,,,,,,,,,,,,,
PiClient,10002082281,,,PiWind,R,,,,LE13 0SY,,1,52.77687759,-0.902157382,,,,190000,,,,,,,,,,,,,,,,,,
PiClient,10002082282,,,PiWind,R,,,,LE13 0SY,,1,52.77732877,-0.902338756,,,,270000,,,,,,,,,,,,,,,,,,
PiClient,10002082283,,,PiWind,R,,,,LE13 0SY,,1,52.77731868,-0.90222041,,,,620000,,,,,,,,,,,,,,,,,,
PiClient,10002082284,,,PiWind,R,,,,LE13 0SY,,1,52.77734428,-0.902071517,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,10002082285,,,PiWind,R,,,,LE13 0SY,,1,52.77743999,-0.901728134,,,,30000,,,,,,,,,,,,,,,,,,
PiClient,10002082286,,,PiWind,R,,,,LE13 0SY,,1,52.77703649,-0.901842063,,,,220000,,,,,,,,,,,,,,,,,,
PiClient,10002082287,,,PiWind,R,,,,LE13 0SY,,1,52.77735011,-0.901730396,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082288,,,PiWind,R,,,,LE13 0SY,,1,52.777026,-0.901679253,,,,180000,,,,,,,,,,,,,,,,,,
PiClient,10002082289,,,PiWind,R,,,,LE13 0SY,,1,52.77725111,-0.901718063,,,,170000,,,,,,,,,,,,,,,,,,
PiClient,10002082290,,,PiWind,R,,,,LE13 0SY,,1,52.77674587,-0.901523231,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,10002082291,,,PiWind,R,,,,LE13 0SY,,1,52.77675554,-0.901597112,,,,80000,,,,,,,,,,,,,,,,,,
PiClient,10002082292,,,PiWind,R,,,,LE13 0SY,,1,52.77706668,-0.901218658,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,10002082293,,,PiWind,R,,,,LE13 0SY,,1,52.77699492,-0.90123529,,,,800000,,,,,,,,,,,,,,,,,,
PiClient,10002082294,,,PiWind,R,,,,LE13 0SY,,1,52.77675609,-0.901656397,,,,250000,,,,,,,,,,,,,,,,,,
PiClient,10002082295,,,PiWind,R,,,,LE13 0SY,,1,52.7769049,-0.901222732,,,,550000,,,,,,,,,,,,,,,,,,
PiClient,10002082296,,,PiWind,R,,,,LE13 0SY,,1,52.77675664,-0.901715682,,,,290000,,,,,,,,,,,,,,,,,,
PiClient,10002082297,,,PiWind,R,,,,LE13 0SY,,1,52.77685098,-0.90122409,,,,530000,,,,,,,,,,,,,,,,,,
PiClient,10002082298,,,PiWind,R,,,,LE13 0SY,,1,52.77675732,-0.901789789,,,,480000,,,,,,,,,,,,,,,,,,
PiClient,10002082299,,,PiWind,R,,,,LE13 0SY,,1,52.77673413,-0.901227032,,,,520000,,,,,,,,,,,,,,,,,,
PiClient,10002082300,,,PiWind,R,,,,LE13 0SY,,1,52.77675815,-0.901878717,,,,500000,,,,,,,,,,,,,,,,,,
PiClient,10002082301,,,PiWind,R,,,,LE13 0SY,,1,52.77667122,-0.901228616,,,,300000,,,,,,,,,,,,,,,,,,
PiClient,10002082302,,,PiWind,R,,,,LE13 0SY,,1,52.77665221,-0.902088929,,,,360000,,,,,,,,,,,,,,,,,,
PiClient,10002082303,,,PiWind,R,,,,LE13 0SY,,1,52.77661612,-0.902075012,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,10002082304,,,PiWind,R,,,,LE13 0SY,,1,52.77658003,-0.902061095,,,,600000,,,,,,,,,,,,,,,,,,
PiClient,10002082305,,,PiWind,R,,,,LE13 0SY,,1,52.77654395,-0.902047178,,,,460000,,,,,,,,,,,,,,,,,,
PiClient,10002082306,,,PiWind,R,,,,LE13 0TE,,1,52.77783647,-0.90280039,,,,140000,,,,,,,,,,,,,,,,,,
PiClient,10002082307,,,PiWind,R,,,,LE13 0TE,,1,52.77783593,-0.902741103,,,,280000,,,,,,,,,,,,,,,,,,
PiClient,10002082308,,,PiWind,R,,,,LE13 0TE,,1,52.77785267,-0.902607256,,,,670000,,,,,,,,,,,,,,,,,,
PiClient,10002082309,,,PiWind,R,,,,LE13 0TE,,1,52.77785198,-0.902533147,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,10002082310,,,PiWind,R,,,,LE13 0TE,,1,52.77795723,-0.902248822,,,,130000,,,,,,,,,,,,,,,,,,
PiClient,10002082311,,,PiWind,R,,,,LE13 0TE,,1,52.77792128,-0.902249726,,,,370000,,,,,,,,,,,,,,,,,,
PiClient,10002082312,,,PiWind,R,,,,LE13 0TE,,1,52.77788519,-0.902235809,,,,500000,,,,,,,,,,,,,,,,,,
PiClient,10002082313,,,PiWind,R,,,,LE13 0TE,,1,52.77779545,-0.902252892,,,,680000,,,,,,,,,,,,,,,,,,
PiClient,10002082314,,,PiWind,R,,,,LE13 0TE,,1,52.77775037,-0.902239201,,,,560000,,,,,,,,,,,,,,,,,,
PiClient,10002082315,,,PiWind,R,,,,LE13 0TE,,1,52.77766935,-0.902226414,,,,150000,,,,,,,,,,,,,,,,,,
PiClient,10002082316,,,PiWind,R,,,,LE13 0TE,,1,52.7776334,-0.902227318,,,,530000,,,,,,,,,,,,,,,,,,
