ROW_ID,ACCNTNUM,RISKNUM,BLDGSCHEME,BLDGCODE,OCCSCHEME,OCCCODE,YEARBUILT,NUMSTORIES,NUMRISKS,POSTALCODE,COUNTYCODE,STATECODE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,COV1TIV,COV2TIV,COV3TIV,COV4TIV,COV1DED,COV2DED,COV3DED,COV4DED,COV1LIM,COV2LIM,COV3LIM,COV4LIM,COMBDED,COMBLIM,SITEDED,SITELIM,SUBLIMGROUP,SUBLIMDED,SUBLIMLIM
45,PiClient,10002082107,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.7796421,-0.888166445,0,0,0,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,PiClient,10002082108,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77925483,-0.889051026,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,PiClient,10002082109,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77965234,-0.888299616,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,PiClient,10002082110,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77923824,-0.889199704,0,0,0,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,PiClient,10002082111,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77965386,-0.888462661,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,PiClient,10002082112,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77925774,-0.88936229,0,0,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,PiClient,10002082113,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77964626,-0.888611112,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,PiClient,10002082114,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.7792594,-0.889540155,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,PiClient,10002082115,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77962083,-0.888774843,0,0,0,440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,PiClient,10002082116,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77924309,-0.889718477,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,PiClient,10002082117,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77949819,-0.889118958,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,PiClient,10002082118,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77920051,-0.889971596,0,0,0,610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,PiClient,10002082119,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77958793,-0.889101848,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,PiClient,10002082120,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77967767,-0.889084737,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,PiClient,10002082121,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77976741,-0.889067627,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,PiClient,10002082122,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77968999,-0.889440242,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,PiClient,10002082123,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77969151,-0.889603287,0,0,0,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,PiClient,10002082124,0,0,PiWind,R,0,1,1,LE13 1GZ,0,2,52.77968419,-0.889781383,0,0,0,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,PiClient,10002082135,0,0,PiWind,R,0,1,1,LE13 0DZ,0,1,52.76313016,-0.892292013,0,0,0,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,PiClient,10002082149,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75104937,-0.87527843,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,PiClient,10002082150,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75122267,-0.875540658,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,PiClient,10002082151,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75080909,-0.875536489,0,0,0,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,PiClient,10002082152,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75102704,-0.875767935,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,PiClient,10002082153,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75057119,-0.876046354,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,PiClient,10002082154,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75095654,-0.87591791,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,PiClient,10002082155,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75068873,-0.876117409,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,PiClient,10002082156,0,0,PiWind,R,0,1,1,LE13 1AP,0,2,52.75086835,-0.876097972,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,PiClient,10002082157,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75256074,-0.900323959,0,0,0,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,PiClient,10002082158,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75263724,-0.899847903,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,PiClient,10002082159,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.7526509,-0.900351322,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,PiClient,10002082160,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75269213,-0.899950236,0,0,0,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,PiClient,10002082161,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75270496,-0.900364778,0,0,0,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,PiClient,10002082162,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75287312,-0.900079028,0,0,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,PiClient,10002082163,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75277741,-0.90042222,0,0,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,PiClient,10002082164,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75311566,-0.900058103,0,0,0,610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,PiClient,10002082165,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75289535,-0.900537784,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,PiClient,10002082166,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75312643,-0.900250449,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,PiClient,10002082167,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.7531383,-0.900561302,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,PiClient,10002082168,0,0,PiWind,R,0,1,1,LE13 0FQ,0,1,52.75311895,-0.900413622,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,PiClient,10002082179,0,0,PiWind,R,0,1,1,LE13 0FS,0,1,52.75286777,-0.899501313,0,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,PiClient,10002082180,0,0,PiWind,R,0,1,1,LE13 0FS,0,1,52.75293192,-0.899633047,0,0,0,620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,PiClient,10002082181,0,0,PiWind,R,0,1,1,LE13 0FS,0,1,52.75300492,-0.899749741,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,PiClient,10002082182,0,0,PiWind,R,0,1,1,LE13 0FS,0,1,52.75314969,-0.899849812,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,PiClient,10002082183,0,0,PiWind,R,0,1,1,LE13 0FS,0,1,52.75339942,-0.899636085,0,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,PiClient,10002082184,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75317079,-0.89824907,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,PiClient,10002082185,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75306885,-0.898888761,0,0,0,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,PiClient,10002082186,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75308894,-0.898147418,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,PiClient,10002082187,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.7530224,-0.898726948,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,PiClient,10002082188,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75293449,-0.897973514,0,0,0,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,PiClient,10002082189,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75297636,-0.898609575,0,0,0,340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,PiClient,10002082190,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75298732,-0.897853647,0,0,0,330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,PiClient,10002082191,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75290336,-0.898492883,0,0,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,PiClient,10002082192,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75283035,-0.898376191,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,PiClient,10002082193,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75263427,-0.898558935,0,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,PiClient,10002082194,0,0,PiWind,R,0,1,1,LE13 0FE,0,1,52.75255338,-0.898560975,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,PiClient,10002082208,0,0,PiWind,C,0,1,1,LE13 1GA,0,2,52.75433758,-0.914622216,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,PiClient,10002082209,0,0,PiWind,C,0,1,1,LE13 1GA,0,2,52.75467091,-0.917651468,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,PiClient,10002082210,0,0,PiWind,C,0,1,1,LE13 1GA,0,2,52.75493777,-0.913407096,0,0,0,470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,PiClient,10002082216,0,0,PiWind,R,0,1,1,LE13 0JD,0,1,52.76548958,-0.897552868,0,0,0,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,PiClient,10002082229,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77844702,-0.903689384,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,PiClient,10002082230,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77792613,-0.903746946,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,PiClient,10002082231,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77835686,-0.903661998,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,PiClient,10002082232,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77776271,-0.90357315,0,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,PiClient,10002082233,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77806734,-0.903461719,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,PiClient,10002082234,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77765485,-0.90357586,0,0,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,PiClient,10002082235,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77791262,-0.903258055,0,0,0,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,PiClient,10002082236,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77753815,-0.903593617,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,PiClient,10002082237,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77784916,-0.903200349,0,0,0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,PiClient,10002082238,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77735036,-0.90370211,0,0,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,PiClient,10002082239,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77780313,-0.903082905,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,PiClient,10002082240,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77734858,-0.90350943,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,PiClient,10002082241,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77762241,-0.902983673,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,PiClient,10002082242,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77734707,-0.903346393,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,PiClient,10002082243,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77737946,-0.90296013,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,PiClient,10002082244,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77715071,-0.903499577,0,0,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,PiClient,10002082245,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77728945,-0.902947568,0,0,0,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,PiClient,10002082246,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77704272,-0.903487466,0,0,0,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,PiClient,10002082247,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77720842,-0.90293478,0,0,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,PiClient,10002082248,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77694372,-0.903475128,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,PiClient,10002082249,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.7765919,-0.902372115,0,0,0,510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,PiClient,10002082250,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77684485,-0.903477613,0,0,0,390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,PiClient,10002082251,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77656631,-0.902521006,0,0,0,780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,PiClient,10002082252,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77641831,-0.903043591,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,PiClient,10002082253,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77655883,-0.902684266,0,0,0,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,PiClient,10002082254,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77631046,-0.903046302,0,0,0,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,PiClient,10002082255,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77636885,-0.902555621,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,PiClient,10002082256,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.7762026,-0.903049013,0,0,0,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,PiClient,10002082257,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77624275,-0.902529143,0,0,0,920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,PiClient,10002082258,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77608562,-0.903037129,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,PiClient,10002082259,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.77564385,-0.902899989,0,0,0,920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,PiClient,10002082260,0,0,PiWind,R,0,1,1,LE13 0SU,0,1,52.7760081,-0.902431272,0,0,0,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
